fips,city,region,uhi_index,median_income,pct_poc,poverty_rate,tree_canopy_pct,population
00000021375,Atlanta,Southeast,7.13,106679,24.4,45.9,27.7,3014
00000021376,Atlanta,Southeast,8.7,54200,37.5,50.7,27.6,1573
00000021377,Atlanta,Southeast,9.34,65286,30.1,55.0,29.4,1496
00000021378,Atlanta,Southeast,9.78,54391,32.5,55.0,26.2,1388
00000021379,Atlanta,Southeast,6.59,93245,27.1,43.1,35.8,3935
00000021380,Atlanta,Southeast,7.08,113639,44.9,31.2,39.1,3790
00000021381,Atlanta,Southeast,9.42,50209,54.6,55.0,33.1,3888
00000021382,Atlanta,Southeast,9.46,33983,17.1,55.0,30.3,2342
00000021383,Atlanta,Southeast,9.02,87673,60.7,55.0,26.1,507
00000021384,Atlanta,Southeast,9.54,82649,65.9,48.4,4.7,332
00000021385,Atlanta,Southeast,9.68,97055,56.2,51.2,34.0,2192
00000021386,Atlanta,Southeast,8.98,70387,26.0,55.0,23.0,1556
00000021387,Atlanta,Southeast,11.35,15000,71.1,49.1,22.7,684
00000021388,Atlanta,Southeast,10.37,35301,33.7,50.0,23.2,2040
00000021389,Atlanta,Southeast,8.18,110581,49.0,42.6,31.6,1414
00000021390,Atlanta,Southeast,8.69,63574,42.8,55.0,37.6,4282
00000021391,Atlanta,Southeast,9.57,43227,62.8,52.6,22.7,1768
00000021392,Atlanta,Southeast,10.94,17459,66.1,55.0,14.7,1351
00000021393,Atlanta,Southeast,10.94,77001,67.6,55.0,29.9,800
00000021394,Atlanta,Southeast,8.91,66624,68.9,53.1,19.3,1860
00000021395,Atlanta,Southeast,9.91,34201,25.5,55.0,24.3,2986
00000021396,Atlanta,Southeast,9.88,41611,54.5,45.1,20.9,1609
00000021397,Atlanta,Southeast,10.22,45076,43.1,55.0,28.3,2888
00000021398,Atlanta,Southeast,9.27,76271,46.5,55.0,32.2,1794
00000021399,Atlanta,Southeast,8.97,107391,75.7,45.5,33.5,2892
00000021400,Atlanta,Southeast,8.95,56263,29.8,48.1,27.0,1859
00000021401,Atlanta,Southeast,7.53,105863,45.8,43.8,41.1,775
00000021402,Atlanta,Southeast,8.53,64636,56.2,55.0,22.6,3789
00000021403,Atlanta,Southeast,11.65,44498,67.5,54.1,16.9,3321
00000021404,Atlanta,Southeast,8.41,99598,49.9,47.1,20.7,3508
00000021405,Atlanta,Southeast,7.79,76914,16.8,52.2,50.6,15446
00000021406,Atlanta,Southeast,9.29,98602,74.1,36.1,18.7,1703
00000021407,Atlanta,Southeast,9.37,74420,58.8,54.7,38.2,1742
00000021408,Atlanta,Southeast,8.19,125640,65.6,39.1,27.3,1650
00000021409,Atlanta,Southeast,8.79,71874,19.0,50.4,35.2,1283
00000021410,Atlanta,Southeast,9.54,77861,72.6,55.0,10.5,2515
00000021411,Atlanta,Southeast,10.02,47009,35.3,55.0,24.7,1503
00000021412,Atlanta,Southeast,8.5,88897,63.7,37.7,34.4,4330
00000021413,Atlanta,Southeast,9.54,61635,20.7,55.0,32.7,1869
00000021414,Atlanta,Southeast,9.83,82557,45.8,55.0,40.0,2564
00000021415,Atlanta,Southeast,8.03,101132,17.4,44.6,17.2,2359
00000021416,Atlanta,Southeast,7.18,66570,17.0,55.0,34.9,2572
00000021417,Atlanta,Southeast,10.19,82375,88.5,49.1,29.9,1041
00000021418,Atlanta,Southeast,9.48,100293,55.3,50.6,27.2,3898
00000021419,Atlanta,Southeast,10.64,40302,75.2,55.0,27.8,2417
00000021420,Atlanta,Southeast,8.03,68586,25.8,55.0,25.0,2460
00000021421,Atlanta,Southeast,10.21,24352,45.0,55.0,20.3,2399
00000021422,Atlanta,Southeast,8.64,61438,36.3,53.6,33.5,437
00000021423,Atlanta,Southeast,9.48,88497,61.4,55.0,35.7,1927
00000021424,Atlanta,Southeast,9.78,19100,28.2,55.0,28.7,1902
00000021425,Atlanta,Southeast,9.87,43685,44.5,50.2,29.7,2119
00000021426,Atlanta,Southeast,8.03,33484,27.9,53.7,30.8,3326
00000021427,Atlanta,Southeast,9.33,86170,25.2,54.3,43.0,3128
00000021428,Atlanta,Southeast,9.12,77492,36.9,47.5,18.2,3270
00000021429,Atlanta,Southeast,8.31,94133,60.9,48.3,31.7,1012
00000021430,Atlanta,Southeast,9.32,88831,52.1,55.0,26.4,1948
00000021431,Atlanta,Southeast,11.15,51579,79.1,55.0,23.0,707
00000021432,Atlanta,Southeast,8.4,61315,23.5,48.9,38.1,1901
00000021433,Atlanta,Southeast,8.7,55572,9.0,54.1,32.5,923
00000021434,Atlanta,Southeast,7.95,101125,79.4,44.2,28.3,1543
00000021435,Atlanta,Southeast,8.27,78456,61.8,52.3,36.1,2932
00000021436,Atlanta,Southeast,7.99,89329,34.1,55.0,23.6,6509
00000021437,Atlanta,Southeast,8.16,83339,18.6,55.0,41.4,1016
00000021438,Atlanta,Southeast,10.18,52647,22.2,55.0,30.2,2105
00000021439,Atlanta,Southeast,9.59,42253,30.4,55.0,34.3,1757
00000021440,Atlanta,Southeast,8.98,77436,83.5,55.0,23.2,1370
00000021441,Atlanta,Southeast,7.92,101863,17.0,50.0,25.2,2150
00000021442,Atlanta,Southeast,9.79,73275,52.9,55.0,30.5,2170
00000021443,Atlanta,Southeast,10.11,35336,64.4,55.0,16.3,1909
00000021444,Atlanta,Southeast,9.05,79125,36.7,55.0,40.9,792
00000021445,Atlanta,Southeast,10.88,51993,63.0,54.5,24.3,1849
00000021446,Atlanta,Southeast,10.72,21207,71.0,52.6,33.9,2638
00000021447,Atlanta,Southeast,7.62,105330,44.8,39.0,35.5,676
00000021448,Atlanta,Southeast,9.25,44419,44.1,50.3,41.4,1163
00000021449,Atlanta,Southeast,9.43,97264,67.5,49.7,20.5,1044
00000021450,Atlanta,Southeast,9.03,99471,76.6,49.2,31.3,1630
00000021451,Atlanta,Southeast,8.81,75196,24.3,55.0,34.5,2870
00000021452,Atlanta,Southeast,9.57,43701,51.2,55.0,18.3,1590
00000021453,Atlanta,Southeast,9.05,94474,63.9,54.5,25.6,4316
00000021454,Atlanta,Southeast,10.79,44815,48.1,47.7,28.9,2189
00000021455,Atlanta,Southeast,8.64,63857,30.1,54.0,25.5,1890
00000021456,Atlanta,Southeast,9.51,58953,13.5,50.0,10.8,1851
00000021457,Atlanta,Southeast,9.02,55399,43.9,55.0,14.9,615
00000021458,Atlanta,Southeast,9.52,71080,20.9,50.3,45.6,1695
00000021459,Atlanta,Southeast,9.78,22951,25.3,55.0,37.7,2312
00000021460,Atlanta,Southeast,9.54,47927,23.3,55.0,33.4,5522
00000021461,Atlanta,Southeast,8.79,42423,19.8,55.0,27.9,1028
00000021462,Atlanta,Southeast,8.21,78700,29.4,38.9,24.1,3893
00000021463,Atlanta,Southeast,10.12,82653,74.3,55.0,31.1,2613
00000021464,Atlanta,Southeast,9.88,60007,56.0,54.5,20.5,1267
00000021465,Atlanta,Southeast,7.51,80433,26.2,47.4,38.0,1260
00000021466,Atlanta,Southeast,8.29,63327,15.1,55.0,33.7,4003
00000021467,Atlanta,Southeast,8.52,57734,29.3,55.0,29.8,2489
00000021468,Atlanta,Southeast,8.55,73117,26.5,48.6,26.9,3262
00000021469,Atlanta,Southeast,8.74,70334,41.4,55.0,26.7,1453
00000021470,Atlanta,Southeast,9.4,38486,47.5,55.0,31.0,1002
00000021471,Atlanta,Southeast,8.94,88414,68.5,55.0,19.2,333
00000021472,Atlanta,Southeast,9.42,29179,33.6,55.0,47.4,866
00000021473,Atlanta,Southeast,12.15,32268,63.1,55.0,22.9,1209
00000021474,Atlanta,Southeast,9.07,39357,12.2,47.1,19.1,2947
00000021475,Atlanta,Southeast,8.99,64460,21.6,55.0,35.2,976
00000021476,Atlanta,Southeast,8.81,104162,52.3,49.6,25.2,672
00000021477,Atlanta,Southeast,7.21,97190,38.0,49.8,26.3,1278
00000021478,Atlanta,Southeast,10.11,42130,30.2,55.0,28.3,1316
00000021479,Atlanta,Southeast,10.41,62336,60.8,55.0,23.5,1816
00000021480,Atlanta,Southeast,9.63,34032,20.6,52.0,23.8,8361
00000021481,Atlanta,Southeast,10.45,47644,57.2,53.2,26.4,2195
00000021482,Atlanta,Southeast,8.1,113230,25.3,54.6,40.6,2002
00000021483,Atlanta,Southeast,8.69,59909,28.7,46.2,27.4,2290
00000021484,Atlanta,Southeast,9.1,94497,50.2,55.0,27.2,6733
00000021485,Atlanta,Southeast,7.49,85307,35.3,55.0,38.6,630
00000021486,Atlanta,Southeast,10.65,47982,45.8,47.3,11.6,3799
00000021487,Atlanta,Southeast,8.51,43554,28.1,55.0,34.2,3013
00000021488,Atlanta,Southeast,10.67,63946,62.6,55.0,32.8,742
00000021489,Atlanta,Southeast,9.64,61562,26.2,55.0,29.1,1189
00000021490,Atlanta,Southeast,9.91,87267,73.6,55.0,25.2,1039
00000021491,Atlanta,Southeast,8.24,58089,51.9,51.9,29.7,763
00000021492,Atlanta,Southeast,8.56,87080,26.4,50.7,26.7,1316
00000021493,Atlanta,Southeast,11.0,48299,53.1,53.5,29.2,811
00000021494,Atlanta,Southeast,8.82,65684,15.2,55.0,27.0,2504
00000021495,Atlanta,Southeast,10.34,40170,65.5,55.0,36.3,4298
00000021496,Atlanta,Southeast,10.24,22445,44.0,55.0,24.8,1132
00000021497,Atlanta,Southeast,10.22,42153,51.0,53.6,26.3,894
00000021498,Atlanta,Southeast,7.81,77613,63.0,50.0,35.9,3630
00000021499,Atlanta,Southeast,8.32,99131,20.0,50.3,34.8,886
00000021500,Atlanta,Southeast,8.79,61446,35.7,55.0,30.1,698
00000021501,Atlanta,Southeast,8.86,76504,18.6,54.9,26.3,1209
00000021502,Atlanta,Southeast,10.48,56798,38.0,52.7,26.0,2821
00000021503,Atlanta,Southeast,9.82,53224,61.1,55.0,50.6,2082
00000021504,Atlanta,Southeast,7.3,92750,19.4,47.2,37.9,3480
00000021505,Atlanta,Southeast,8.77,97493,52.2,48.5,32.6,972
00000021506,Atlanta,Southeast,8.73,100301,22.6,44.0,28.4,3151
00000021507,Atlanta,Southeast,9.76,85998,64.5,55.0,40.2,1597
00000021508,Atlanta,Southeast,10.97,57092,69.7,55.0,10.6,593
00000021509,Atlanta,Southeast,9.94,50279,34.7,55.0,34.3,4120
00000021510,Atlanta,Southeast,11.09,23448,56.2,50.1,28.3,1906
00000021511,Atlanta,Southeast,8.32,113350,60.6,50.0,31.3,4270
00000021512,Atlanta,Southeast,10.22,27787,35.9,40.5,37.9,3771
00000021513,Atlanta,Southeast,9.2,65960,30.8,48.6,41.3,3396
00000021514,Atlanta,Southeast,8.76,24975,15.3,55.0,29.0,8337
00000021515,Atlanta,Southeast,8.87,91774,45.0,55.0,28.6,924
00000021516,Atlanta,Southeast,8.81,74591,26.8,51.6,21.4,6395
00000021517,Atlanta,Southeast,8.96,97969,73.7,41.1,27.9,1572
00000021518,Atlanta,Southeast,9.0,70299,38.9,50.5,41.1,3139
00000021519,Atlanta,Southeast,8.48,82483,22.4,49.4,26.6,1948
00000021520,Atlanta,Southeast,9.36,73810,39.3,55.0,13.4,3160
00000021521,Atlanta,Southeast,8.07,96747,25.0,55.0,21.3,1705
00000021522,Atlanta,Southeast,9.07,73811,34.1,49.9,25.1,4713
00000021523,Atlanta,Southeast,9.56,89767,63.3,47.1,22.3,2933
00000021524,Atlanta,Southeast,9.11,115492,60.0,38.2,33.7,911
00000021525,Atlanta,Southeast,11.22,44902,45.5,55.0,30.6,2361
00000021526,Atlanta,Southeast,9.11,46665,27.1,52.6,37.0,2710
00000021527,Atlanta,Southeast,7.98,96120,18.7,55.0,27.1,2787
00000021528,Atlanta,Southeast,9.28,71206,55.6,51.3,30.6,1025
00000021529,Atlanta,Southeast,7.61,71819,2.2,55.0,22.1,1548
00000021530,Atlanta,Southeast,9.38,81492,55.6,51.5,26.1,2171
00000021531,Atlanta,Southeast,11.64,70982,53.5,55.0,26.8,1605
00000021532,Atlanta,Southeast,8.99,25318,17.4,52.8,29.5,6159
00000021533,Atlanta,Southeast,8.55,71465,26.2,55.0,36.5,1674
00000021534,Atlanta,Southeast,8.03,37659,3.3,55.0,32.7,1041
00000021535,Atlanta,Southeast,9.19,78555,19.6,55.0,27.9,1688
00000021536,Atlanta,Southeast,9.15,76706,34.8,55.0,45.3,724
00000021537,Atlanta,Southeast,8.97,73085,49.0,55.0,20.9,1915
00000021538,Atlanta,Southeast,8.16,61966,26.2,48.7,36.6,1037
00000021539,Atlanta,Southeast,6.09,117426,5.7,33.7,31.1,1098
00000021540,Atlanta,Southeast,8.61,121168,60.9,42.9,32.9,2710
00000021541,Atlanta,Southeast,10.57,20272,43.6,54.3,18.7,608
00000021542,Atlanta,Southeast,8.89,53155,30.9,55.0,19.9,1489
00000021543,Atlanta,Southeast,6.69,108029,4.0,43.5,28.3,3830
00000021544,Atlanta,Southeast,10.16,90309,68.1,55.0,27.5,947
00000021545,Atlanta,Southeast,8.1,58332,35.9,51.2,20.7,1758
00000021546,Atlanta,Southeast,7.96,95361,33.9,54.7,25.4,5748
00000021547,Atlanta,Southeast,9.27,45597,25.3,50.4,31.1,3755
00000021548,Atlanta,Southeast,10.36,47342,61.7,55.0,22.5,1411
00000021549,Atlanta,Southeast,9.24,65352,23.8,52.1,41.5,1107
00000021550,Atlanta,Southeast,10.18,77437,61.4,55.0,23.1,2628
00000021551,Atlanta,Southeast,9.65,76190,50.2,51.4,27.6,1466
00000021552,Atlanta,Southeast,8.4,71829,56.8,52.1,27.2,5052
00000021553,Atlanta,Southeast,10.01,68985,51.1,53.6,17.9,2583
00000021554,Atlanta,Southeast,9.6,60716,35.1,55.0,27.9,634
00000021555,Atlanta,Southeast,8.97,55175,14.4,54.8,22.0,766
00000021556,Atlanta,Southeast,10.08,65077,45.2,54.1,37.1,938
00000021557,Atlanta,Southeast,9.89,73314,39.7,53.2,28.9,1103
00000021558,Atlanta,Southeast,9.76,45043,54.2,55.0,26.8,1732
00000021559,Atlanta,Southeast,8.78,30886,37.8,52.0,26.2,2446
00000021560,Atlanta,Southeast,9.34,67242,58.2,51.0,37.2,856
00000021561,Atlanta,Southeast,9.69,69465,84.7,54.0,28.7,788
00000021562,Atlanta,Southeast,9.9,56323,63.5,52.1,19.4,934
00000021563,Atlanta,Southeast,9.55,51638,25.3,52.6,34.8,1365
00000021564,Atlanta,Southeast,8.28,69256,35.6,44.5,35.1,2607
00000021565,Atlanta,Southeast,8.34,63800,16.5,55.0,22.0,941
00000021566,Atlanta,Southeast,6.83,63350,18.2,55.0,27.8,2425
00000021567,Atlanta,Southeast,8.3,114149,49.1,42.9,46.2,1293
00000021568,Atlanta,Southeast,10.55,19259,38.4,50.9,29.9,1062
00000021569,Atlanta,Southeast,8.79,33004,16.3,52.7,59.0,1438
00000021570,Atlanta,Southeast,9.3,60814,68.3,49.3,39.2,1545
00000021571,Atlanta,Southeast,8.65,82723,36.1,50.6,49.1,4653
00000021572,Atlanta,Southeast,8.08,47559,16.7,53.8,23.6,2288
00000021573,Atlanta,Southeast,10.18,35331,21.9,55.0,47.4,900
00000021574,Atlanta,Southeast,9.52,60605,61.5,55.0,18.5,4821
00000021575,Atlanta,Southeast,9.34,60498,14.3,55.0,27.0,4063
00000021576,Atlanta,Southeast,10.29,22083,43.4,55.0,21.9,939
00000021577,Atlanta,Southeast,8.21,75547,43.2,55.0,29.8,916
00000021578,Atlanta,Southeast,8.34,61163,18.0,54.6,34.2,1232
00000021579,Atlanta,Southeast,7.38,77733,20.1,55.0,29.3,839
00000021580,Atlanta,Southeast,9.77,76217,63.0,54.2,30.5,2815
00000021581,Atlanta,Southeast,10.55,15000,74.0,50.3,25.2,2778
00000021582,Atlanta,Southeast,9.68,64102,59.0,55.0,32.6,2109
00000021583,Atlanta,Southeast,10.52,62254,50.3,55.0,31.2,1493
00000021584,Atlanta,Southeast,9.95,53391,30.8,55.0,25.8,2128
00000021585,Atlanta,Southeast,9.4,71984,54.8,55.0,26.6,1472
00000021586,Atlanta,Southeast,8.76,56570,10.3,55.0,19.1,1407
00000021587,Atlanta,Southeast,8.66,47359,16.1,55.0,30.2,1634
00000021588,Atlanta,Southeast,9.31,58874,16.2,55.0,32.3,2009
00000021589,Atlanta,Southeast,11.29,44367,49.3,55.0,34.7,2361
00000021590,Atlanta,Southeast,8.55,67403,28.4,55.0,19.6,959
00000021591,Atlanta,Southeast,9.78,51031,35.5,55.0,21.5,1630
00000021592,Atlanta,Southeast,9.7,57278,66.0,55.0,32.8,1841
00000021593,Atlanta,Southeast,10.35,27775,41.5,47.7,32.3,1744
00000021594,Atlanta,Southeast,10.16,36637,33.5,55.0,34.5,583
00000021595,Atlanta,Southeast,8.49,74082,4.5,52.0,48.8,1658
00000021596,Atlanta,Southeast,7.88,96513,57.5,46.8,20.1,1404
00000021597,Atlanta,Southeast,7.83,65037,37.6,51.8,24.0,1082
00000021598,Atlanta,Southeast,8.64,106779,65.5,38.9,30.7,2583
00000021599,Atlanta,Southeast,8.55,79110,50.6,55.0,29.8,2977
00000021600,Atlanta,Southeast,9.09,58725,28.3,55.0,31.7,2185
00000021601,Atlanta,Southeast,8.2,103170,44.9,49.6,42.4,896
00000021602,Atlanta,Southeast,10.43,44984,52.4,49.0,45.8,1000
00000021603,Atlanta,Southeast,9.77,74076,42.2,55.0,22.1,4094
00000021604,Atlanta,Southeast,10.36,70058,92.4,55.0,33.4,3949
00000021605,Atlanta,Southeast,10.62,15000,40.7,55.0,39.4,2624
00000021606,Atlanta,Southeast,9.3,58070,28.0,52.1,23.7,1035
00000021607,Atlanta,Southeast,7.66,108442,14.1,40.1,31.8,2730
00000021608,Atlanta,Southeast,8.6,52886,53.4,51.3,26.5,4015
00000021609,Atlanta,Southeast,8.58,52079,17.7,55.0,16.6,6854
00000021610,Atlanta,Southeast,9.64,78464,43.7,52.7,22.3,957
00000021611,Atlanta,Southeast,8.89,15000,28.7,46.9,27.5,6515
00000021612,Atlanta,Southeast,7.79,84520,21.8,55.0,41.2,579
00000021613,Atlanta,Southeast,8.71,55029,13.4,52.7,31.8,4317
00000021614,Atlanta,Southeast,9.74,38689,56.8,50.0,30.8,1368
00000021615,Atlanta,Southeast,9.23,87564,40.3,55.0,27.8,2701
00000021616,Atlanta,Southeast,9.6,75743,30.3,53.3,30.3,924
00000021617,Atlanta,Southeast,7.1,102183,35.8,49.8,32.9,3466
00000021618,Atlanta,Southeast,9.14,74354,35.2,55.0,14.6,1065
00000021619,Atlanta,Southeast,8.73,68922,20.2,55.0,34.1,1050
00000021620,Atlanta,Southeast,8.07,70815,21.2,55.0,29.3,3860
00000021621,Atlanta,Southeast,7.29,61474,13.0,55.0,39.8,801
00000021622,Atlanta,Southeast,8.59,41041,20.3,50.1,21.8,1134
00000021623,Atlanta,Southeast,8.07,81750,56.5,46.9,42.9,4257
00000021624,Atlanta,Southeast,9.81,61845,48.8,55.0,21.4,2274
00000021625,Atlanta,Southeast,8.43,86633,35.8,55.0,38.5,2704
00000021626,Atlanta,Southeast,8.91,48223,36.5,49.7,25.1,1341
00000021627,Atlanta,Southeast,9.6,43935,14.7,55.0,33.3,805
00000021628,Atlanta,Southeast,9.9,67516,15.9,55.0,38.6,1656
00000021629,Atlanta,Southeast,9.22,66295,44.3,53.5,32.9,1307
00000021630,Atlanta,Southeast,9.49,70270,41.6,51.7,26.3,1315
00000021631,Atlanta,Southeast,9.89,61690,35.0,55.0,24.0,1602
00000021632,Atlanta,Southeast,7.64,93500,24.0,55.0,27.4,2225
00000021633,Atlanta,Southeast,9.85,20396,60.7,55.0,18.7,1173
00000021634,Atlanta,Southeast,9.19,50959,26.4,55.0,30.3,2374
00000021635,Atlanta,Southeast,9.31,67273,29.2,54.0,38.7,3725
00000021636,Atlanta,Southeast,8.56,67273,27.2,55.0,38.0,2430
00000021637,Atlanta,Southeast,8.29,58366,33.4,55.0,39.5,4059
00000021638,Atlanta,Southeast,11.03,40759,52.2,55.0,33.3,3292
00000021639,Atlanta,Southeast,10.38,15000,22.6,55.0,13.1,3209
00000021640,Atlanta,Southeast,9.36,84905,61.1,55.0,25.6,1271
00000021641,Atlanta,Southeast,7.74,69274,4.9,53.4,34.0,3232
00000021642,Atlanta,Southeast,8.18,87833,64.7,44.9,25.9,1809
00000021643,Atlanta,Southeast,9.07,15000,37.0,41.2,26.1,4381
00000021644,Atlanta,Southeast,11.32,40235,56.1,55.0,28.7,4875
00000021645,Atlanta,Southeast,8.28,60143,3.8,53.1,29.7,3084
00000021646,Atlanta,Southeast,10.89,27136,63.9,55.0,32.7,2082
00000021647,Atlanta,Southeast,10.64,55711,17.5,52.1,21.3,2247
00000021648,Atlanta,Southeast,9.78,87011,28.4,55.0,7.8,2076
00000021649,Atlanta,Southeast,10.08,44321,59.7,48.7,19.4,1121
00000021650,Atlanta,Southeast,9.84,95892,50.9,49.5,38.5,1020
00000021651,Atlanta,Southeast,10.38,44853,57.0,52.4,28.5,2667
00000021652,Atlanta,Southeast,10.69,84335,60.1,55.0,25.0,1202
00000021653,Atlanta,Southeast,10.25,44775,61.8,52.6,38.4,2115
00000021654,Atlanta,Southeast,8.84,99038,40.6,48.5,17.4,1449
00000021655,Atlanta,Southeast,10.03,73598,58.2,55.0,36.3,1018
00000021656,Atlanta,Southeast,7.93,76070,9.7,55.0,33.3,1196
00000021657,Atlanta,Southeast,10.69,40603,53.7,55.0,34.3,6933
00000021658,Atlanta,Southeast,8.52,48042,26.9,49.7,33.0,1200
00000021659,Atlanta,Southeast,8.6,75220,28.7,55.0,36.2,1218
00000021660,Atlanta,Southeast,9.22,79668,25.2,55.0,32.7,1052
00000021661,Atlanta,Southeast,11.1,40652,80.3,54.4,30.1,2055
00000021662,Atlanta,Southeast,8.55,96923,45.6,47.7,32.8,1547
00000021663,Atlanta,Southeast,9.33,69252,38.1,52.4,19.6,648
00000021664,Atlanta,Southeast,8.43,78004,12.7,55.0,23.0,4500
00000021665,Atlanta,Southeast,10.26,73603,56.2,55.0,48.9,456
00000021666,Atlanta,Southeast,10.71,31473,19.2,50.5,21.7,1021
00000021667,Atlanta,Southeast,9.18,103387,36.9,50.4,20.1,1489
00000021668,Atlanta,Southeast,8.1,101905,27.3,54.3,26.2,2858
00000021669,Atlanta,Southeast,9.78,57269,37.1,55.0,22.8,1226
00000021670,Atlanta,Southeast,7.65,114324,42.8,47.8,21.7,1199
00000021671,Atlanta,Southeast,10.95,69092,81.5,52.3,32.7,1985
00000021672,Atlanta,Southeast,9.58,69957,52.7,54.1,26.4,1360
00000021673,Atlanta,Southeast,10.39,60127,70.0,48.1,17.7,806
00000021674,Atlanta,Southeast,9.46,60886,37.6,51.7,22.9,3687
00000021675,Atlanta,Southeast,6.19,113151,42.0,39.3,21.6,2605
00000021676,Atlanta,Southeast,9.0,86239,51.2,50.1,25.4,3068
00000021677,Atlanta,Southeast,8.83,68562,13.5,55.0,35.1,2021
00000021678,Atlanta,Southeast,9.6,53147,44.9,46.7,28.0,1694
00000021679,Atlanta,Southeast,8.71,53436,37.6,48.6,32.8,4182
00000021680,Atlanta,Southeast,8.45,59873,29.3,55.0,31.6,1156
00000021681,Atlanta,Southeast,9.12,39575,5.8,53.7,28.1,2446
00000021682,Atlanta,Southeast,8.39,70459,12.0,49.6,31.2,2015
00000021683,Atlanta,Southeast,8.28,102287,42.6,51.3,33.4,1921
00000021684,Atlanta,Southeast,7.58,96216,13.7,50.7,21.4,736
00000021685,Atlanta,Southeast,11.93,17001,73.0,55.0,35.7,1017
00000021686,Atlanta,Southeast,8.99,67788,44.2,55.0,39.7,5472
00000021687,Atlanta,Southeast,10.16,15000,46.7,53.8,22.2,2609
00000021688,Atlanta,Southeast,7.1,86259,27.9,50.8,35.3,896
00000021689,Atlanta,Southeast,9.98,63528,45.7,53.5,27.9,649
00000021690,Atlanta,Southeast,7.86,116844,39.9,43.2,27.0,913
00000021691,Atlanta,Southeast,10.07,75908,37.9,55.0,43.5,1059
00000021692,Atlanta,Southeast,9.78,41409,57.8,55.0,24.5,2685
00000021693,Atlanta,Southeast,9.41,30105,53.1,53.3,24.4,587
00000021694,Atlanta,Southeast,8.19,66654,12.2,55.0,29.7,4838
00000021695,Atlanta,Southeast,8.9,72220,19.0,47.7,26.3,2338
00000021696,Atlanta,Southeast,9.53,54419,10.3,55.0,17.7,3724
00000021697,Atlanta,Southeast,9.47,60065,36.1,55.0,23.7,1896
00000021698,Atlanta,Southeast,9.06,46247,40.8,39.6,35.8,1627
00000021699,Atlanta,Southeast,9.52,69823,10.3,55.0,29.9,1298
00000021700,Atlanta,Southeast,9.94,53674,38.4,55.0,29.6,1354
00000021701,Atlanta,Southeast,8.77,51508,4.1,55.0,37.3,2129
00000021702,Atlanta,Southeast,8.6,35696,23.2,44.2,32.1,2129
00000021703,Atlanta,Southeast,8.3,107699,30.8,46.7,20.7,874
00000021704,Atlanta,Southeast,8.75,43126,33.4,51.0,33.2,406
00000021705,Atlanta,Southeast,8.94,83099,65.1,55.0,29.0,1534
00000021706,Atlanta,Southeast,8.83,58939,16.9,55.0,27.8,4249
00000021707,Atlanta,Southeast,9.91,73095,30.1,55.0,31.8,1458
00000021708,Atlanta,Southeast,8.11,63701,17.3,55.0,19.2,303
00000021709,Atlanta,Southeast,9.81,52482,22.3,53.7,24.8,2414
00000021710,Atlanta,Southeast,10.2,60007,52.0,55.0,25.3,1543
00000046293,Kansas City,Ohio Valley,9.8,42745,41.3,55.0,33.0,3335
00000046294,Kansas City,Ohio Valley,10.69,15000,22.7,48.1,28.5,1192
00000046295,Kansas City,Ohio Valley,9.37,74602,43.5,55.0,13.2,1038
00000046296,Kansas City,Ohio Valley,8.97,84364,48.7,55.0,38.6,1341
00000046297,Kansas City,Ohio Valley,10.26,58307,49.0,48.2,29.1,1826
00000046298,Kansas City,Ohio Valley,11.9,38596,77.2,55.0,7.1,2360
00000046299,Kansas City,Ohio Valley,9.8,15000,49.0,55.0,20.3,1413
00000046300,Kansas City,Ohio Valley,7.33,128425,48.6,45.6,36.7,634
00000046301,Kansas City,Ohio Valley,8.07,63460,7.7,55.0,27.0,1339
00000046302,Kansas City,Ohio Valley,10.62,80814,76.9,55.0,25.6,1117
00000046303,Kansas City,Ohio Valley,9.52,60441,46.7,52.9,37.3,810
00000046304,Kansas City,Ohio Valley,9.7,62008,47.4,51.0,17.9,1556
00000046305,Kansas City,Ohio Valley,10.05,60145,60.7,55.0,25.1,1124
00000046306,Kansas City,Ohio Valley,9.46,75967,30.5,50.1,11.3,2331
00000046307,Kansas City,Ohio Valley,8.05,84323,19.6,53.4,29.8,2307
00000046308,Kansas City,Ohio Valley,8.78,78421,45.3,55.0,18.6,2810
00000046309,Kansas City,Ohio Valley,8.82,90213,43.1,55.0,25.7,3941
00000046310,Kansas City,Ohio Valley,9.2,73316,64.7,47.1,19.6,1938
00000046311,Kansas City,Ohio Valley,8.63,63550,11.9,55.0,45.2,1965
00000046312,Kansas City,Ohio Valley,8.38,65491,26.8,50.6,28.0,1483
00000046313,Kansas City,Ohio Valley,10.44,60085,22.4,50.9,34.4,1268
00000046314,Kansas City,Ohio Valley,7.82,85872,29.4,49.9,33.2,1075
00000046315,Kansas City,Ohio Valley,9.64,18411,61.1,51.8,38.9,2700
00000046316,Kansas City,Ohio Valley,10.49,75478,91.8,47.9,25.0,427
00000046317,Kansas City,Ohio Valley,9.04,60589,31.2,55.0,24.2,1141
00000046318,Kansas City,Ohio Valley,10.14,64661,65.8,47.3,31.2,2741
00000046319,Kansas City,Ohio Valley,8.28,73019,43.1,55.0,30.9,690
00000046320,Kansas City,Ohio Valley,10.85,72341,85.7,55.0,24.9,2481
00000046321,Kansas City,Ohio Valley,9.47,83460,53.6,55.0,29.4,791
00000046322,Kansas City,Ohio Valley,8.97,63308,9.8,55.0,27.6,1666
